datetime,mean_value,split,train_end,val_end,test_end,num_variables
2016-07-01 00:00:00,20.556999768529618,train,8640,11520,14400,7
2016-07-01 01:00:00,18.843714424542018,train,8640,11520,14400,7
2016-07-01 02:00:00,18.879714352743967,train,8640,11520,14400,7
2016-07-01 03:00:00,19.147214327539718,train,8640,11520,14400,7
2016-07-01 04:00:00,18.358499765396118,train,8640,11520,14400,7
2016-07-01 05:00:00,17.78457134110587,train,8640,11520,14400,7
2016-07-01 06:00:00,18.601142849240983,train,8640,11520,14400,7
2016-07-01 07:00:00,18.366571051733835,train,8640,11520,14400,7
2016-07-01 08:00:00,16.062999895640782,train,8640,11520,14400,7
2016-07-01 09:00:00,18.895214080810547,train,8640,11520,14400,7
2016-07-01 10:00:00,16.644428525652206,train,8640,11520,14400,7
2016-07-01 11:00:00,16.543428693498885,train,8640,11520,14400,7
2016-07-01 12:00:00,18.804500120026724,train,8640,11520,14400,7
2016-07-01 13:00:00,17.577428596360342,train,8640,11520,14400,7
2016-07-01 14:00:00,18.76500047956194,train,8640,11520,14400,7
2016-07-01 15:00:00,18.968000139508927,train,8640,11520,14400,7
2016-07-01 16:00:00,19.149285997663224,train,8640,11520,14400,7
2016-07-01 17:00:00,19.3360709803445,train,8640,11520,14400,7
2016-07-01 18:00:00,19.568785497120448,train,8640,11520,14400,7
2016-07-01 19:00:00,17.107785735811508,train,8640,11520,14400,7
2016-07-01 20:00:00,18.68492899622236,train,8640,11520,14400,7
2016-07-01 21:00:00,16.77207112312317,train,8640,11520,14400,7
2016-07-01 22:00:00,16.892571415219987,train,8640,11520,14400,7
2016-07-01 23:00:00,16.872856787272863,train,8640,11520,14400,7
2016-07-02 00:00:00,16.873714327812195,train,8640,11520,14400,7
2016-07-02 01:00:00,15.76278577532087,train,8640,11520,14400,7
2016-07-02 02:00:00,15.122500147138323,train,8640,11520,14400,7
2016-07-02 03:00:00,14.80892835344587,train,8640,11520,14400,7
2016-07-02 04:00:00,14.948642713682991,train,8640,11520,14400,7
2016-07-02 05:00:00,14.200285707201276,train,8640,11520,14400,7
2016-07-02 06:00:00,14.218571186065676,train,8640,11520,14400,7
2016-07-02 07:00:00,15.28000009059906,train,8640,11520,14400,7
2016-07-02 08:00:00,15.697642973491122,train,8640,11520,14400,7
2016-07-02 09:00:00,15.964571510042465,train,8640,11520,14400,7
2016-07-02 10:00:00,14.353142636162895,train,8640,11520,14400,7
2016-07-02 11:00:00,14.636714151927404,train,8640,11520,14400,7
2016-07-02 12:00:00,14.30692880494254,train,8640,11520,14400,7
2016-07-02 13:00:00,14.159785781587873,train,8640,11520,14400,7
2016-07-02 14:00:00,13.730499846594673,train,8640,11520,14400,7
2016-07-02 15:00:00,14.552142654146467,train,8640,11520,14400,7
2016-07-02 16:00:00,15.544285791260853,train,8640,11520,14400,7
2016-07-02 17:00:00,15.121214253561837,train,8640,11520,14400,7
2016-07-02 18:00:00,15.202643156051636,train,8640,11520,14400,7
2016-07-02 19:00:00,15.442785586629595,train,8640,11520,14400,7
2016-07-02 20:00:00,15.456928730010985,train,8640,11520,14400,7
2016-07-02 21:00:00,15.399928365434919,train,8640,11520,14400,7
2016-07-02 22:00:00,17.099071400506155,train,8640,11520,14400,7
2016-07-02 23:00:00,16.745500087738037,train,8640,11520,14400,7
2016-07-03 00:00:00,16.824785777500697,train,8640,11520,14400,7
2016-07-03 01:00:00,17.38992840903146,train,8640,11520,14400,7
2016-07-03 02:00:00,17.539357321602957,train,8640,11520,14400,7
2016-07-03 03:00:00,16.889357226235525,train,8640,11520,14400,7
2016-07-03 04:00:00,15.459928376334053,train,8640,11520,14400,7
2016-07-03 05:00:00,16.34692825589861,train,8640,11520,14400,7
2016-07-03 06:00:00,16.496642419270106,train,8640,11520,14400,7
2016-07-03 07:00:00,15.60264277458191,train,8640,11520,14400,7
2016-07-03 08:00:00,15.460785559245519,train,8640,11520,14400,7
2016-07-03 09:00:00,15.496499708720616,train,8640,11520,14400,7
2016-07-03 10:00:00,17.07014284815107,train,8640,11520,14400,7
2016-07-03 11:00:00,16.7270713193076,train,8640,11520,14400,7
2016-07-03 12:00:00,17.950929062707083,train,8640,11520,14400,7
2016-07-03 13:00:00,18.22964324269976,train,8640,11520,14400,7
2016-07-03 14:00:00,17.39492848941258,train,8640,11520,14400,7
2016-07-03 15:00:00,17.081071274621145,train,8640,11520,14400,7
2016-07-03 16:00:00,17.613714456558228,train,8640,11520,14400,7
2016-07-03 17:00:00,19.89478530202593,train,8640,11520,14400,7
2016-07-03 18:00:00,19.779714686529978,train,8640,11520,14400,7
2016-07-03 19:00:00,17.791857481002808,train,8640,11520,14400,7
2016-07-03 20:00:00,18.337785823004587,train,8640,11520,14400,7
2016-07-03 21:00:00,18.76671474320548,train,8640,11520,14400,7
2016-07-03 22:00:00,18.7478575025286,train,8640,11520,14400,7
2016-07-03 23:00:00,18.203357424054825,train,8640,11520,14400,7
2016-07-04 00:00:00,18.12728578703744,train,8640,11520,14400,7
2016-07-04 01:00:00,18.40171425683158,train,8640,11520,14400,7
2016-07-04 02:00:00,15.764357226235527,train,8640,11520,14400,7
2016-07-04 03:00:00,17.344714369092667,train,8640,11520,14400,7
2016-07-04 04:00:00,15.990000230925423,train,8640,11520,14400,7
2016-07-04 05:00:00,16.943142652511597,train,8640,11520,14400,7
2016-07-04 06:00:00,18.49678615161351,train,8640,11520,14400,7
2016-07-04 07:00:00,18.31571408680507,train,8640,11520,14400,7
2016-07-04 08:00:00,16.14278563431331,train,8640,11520,14400,7
2016-07-04 09:00:00,17.467856969152177,train,8640,11520,14400,7
2016-07-04 10:00:00,17.044071214539663,train,8640,11520,14400,7
