datetime,mean_value,split,train_end,val_end,test_end,num_variables
2016-07-01 00:00:00,6.567285776138306,train,8640,11520,14400,7
2016-07-01 01:00:00,6.141000100544521,train,8640,11520,14400,7
2016-07-01 02:00:00,5.902000116450446,train,8640,11520,14400,7
2016-07-01 03:00:00,5.547428688832691,train,8640,11520,14400,7
2016-07-01 04:00:00,5.192714265414649,train,8640,11520,14400,7
2016-07-01 05:00:00,5.2037142515182495,train,8640,11520,14400,7
2016-07-01 06:00:00,6.100571385451725,train,8640,11520,14400,7
2016-07-01 07:00:00,6.358999848365784,train,8640,11520,14400,7
2016-07-01 08:00:00,5.464571373803275,train,8640,11520,14400,7
2016-07-01 09:00:00,4.476142738546644,train,8640,11520,14400,7
2016-07-01 10:00:00,4.967285692691803,train,8640,11520,14400,7
2016-07-01 11:00:00,5.2019999623298645,train,8640,11520,14400,7
2016-07-01 12:00:00,4.780000013964517,train,8640,11520,14400,7
2016-07-01 13:00:00,4.811714359692165,train,8640,11520,14400,7
2016-07-01 14:00:00,5.055142845426287,train,8640,11520,14400,7
2016-07-01 15:00:00,4.784571494374957,train,8640,11520,14400,7
2016-07-01 16:00:00,4.673714254583631,train,8640,11520,14400,7
2016-07-01 17:00:00,4.735428699425289,train,8640,11520,14400,7
2016-07-01 18:00:00,5.355285593441555,train,8640,11520,14400,7
2016-07-01 19:00:00,5.063714265823364,train,8640,11520,14400,7
2016-07-01 20:00:00,4.897999933787754,train,8640,11520,14400,7
2016-07-01 21:00:00,4.8340001446860175,train,8640,11520,14400,7
2016-07-01 22:00:00,4.756714395114353,train,8640,11520,14400,7
2016-07-01 23:00:00,4.928285700934274,train,8640,11520,14400,7
2016-07-02 00:00:00,5.340714318411691,train,8640,11520,14400,7
2016-07-02 01:00:00,5.124714374542236,train,8640,11520,14400,7
2016-07-02 02:00:00,5.20571425982884,train,8640,11520,14400,7
2016-07-02 03:00:00,5.284285868917193,train,8640,11520,14400,7
2016-07-02 04:00:00,5.222714304924011,train,8640,11520,14400,7
2016-07-02 05:00:00,5.661999974931989,train,8640,11520,14400,7
2016-07-02 06:00:00,5.3565714699881415,train,8640,11520,14400,7
2016-07-02 07:00:00,5.503285697528294,train,8640,11520,14400,7
2016-07-02 08:00:00,5.451999953814915,train,8640,11520,14400,7
2016-07-02 09:00:00,5.009285722460065,train,8640,11520,14400,7
2016-07-02 10:00:00,7.197428464889526,train,8640,11520,14400,7
2016-07-02 11:00:00,7.526571580341883,train,8640,11520,14400,7
2016-07-02 12:00:00,7.034857153892518,train,8640,11520,14400,7
2016-07-02 13:00:00,7.300714356558664,train,8640,11520,14400,7
2016-07-02 14:00:00,6.818285856928144,train,8640,11520,14400,7
2016-07-02 15:00:00,7.36428565638406,train,8640,11520,14400,7
2016-07-02 16:00:00,7.10185694694519,train,8640,11520,14400,7
2016-07-02 17:00:00,7.782428520066397,train,8640,11520,14400,7
2016-07-02 18:00:00,7.969428590365818,train,8640,11520,14400,7
2016-07-02 19:00:00,7.946428690637861,train,8640,11520,14400,7
2016-07-02 20:00:00,7.87628562109811,train,8640,11520,14400,7
2016-07-02 21:00:00,6.997714281082153,train,8640,11520,14400,7
2016-07-02 22:00:00,7.137142930712021,train,8640,11520,14400,7
2016-07-02 23:00:00,7.819000056811741,train,8640,11520,14400,7
2016-07-03 00:00:00,8.526571307863508,train,8640,11520,14400,7
2016-07-03 01:00:00,7.8450000286102295,train,8640,11520,14400,7
2016-07-03 02:00:00,7.682428632463727,train,8640,11520,14400,7
2016-07-03 03:00:00,7.628285850797381,train,8640,11520,14400,7
2016-07-03 04:00:00,8.005857178143092,train,8640,11520,14400,7
2016-07-03 05:00:00,7.6697142124176025,train,8640,11520,14400,7
2016-07-03 06:00:00,8.525714346340724,train,8640,11520,14400,7
2016-07-03 07:00:00,7.950571383748736,train,8640,11520,14400,7
2016-07-03 08:00:00,8.003571254866463,train,8640,11520,14400,7
2016-07-03 09:00:00,7.909857102802822,train,8640,11520,14400,7
2016-07-03 10:00:00,8.678428649902344,train,8640,11520,14400,7
2016-07-03 11:00:00,9.07285715852465,train,8640,11520,14400,7
2016-07-03 12:00:00,8.052857024329048,train,8640,11520,14400,7
2016-07-03 13:00:00,8.301857198987689,train,8640,11520,14400,7
2016-07-03 14:00:00,8.736857039587838,train,8640,11520,14400,7
2016-07-03 15:00:00,8.692714299474444,train,8640,11520,14400,7
2016-07-03 16:00:00,8.428571394511632,train,8640,11520,14400,7
2016-07-03 17:00:00,9.226571730204991,train,8640,11520,14400,7
2016-07-03 18:00:00,9.075285639081683,train,8640,11520,14400,7
2016-07-03 19:00:00,8.488285916192192,train,8640,11520,14400,7
2016-07-03 20:00:00,7.571999839373997,train,8640,11520,14400,7
2016-07-03 21:00:00,7.4767142363957,train,8640,11520,14400,7
2016-07-03 22:00:00,7.11642871584211,train,8640,11520,14400,7
2016-07-03 23:00:00,6.909143039158413,train,8640,11520,14400,7
2016-07-04 00:00:00,7.3187143462044855,train,8640,11520,14400,7
2016-07-04 01:00:00,7.5877141782215665,train,8640,11520,14400,7
2016-07-04 02:00:00,7.830571498189654,train,8640,11520,14400,7
2016-07-04 03:00:00,7.896714176450457,train,8640,11520,14400,7
2016-07-04 04:00:00,7.327857238905771,train,8640,11520,14400,7
2016-07-04 05:00:00,7.595285585948399,train,8640,11520,14400,7
2016-07-04 06:00:00,8.010285649980817,train,8640,11520,14400,7
2016-07-04 07:00:00,8.07614278793335,train,8640,11520,14400,7
2016-07-04 08:00:00,7.713428599493844,train,8640,11520,14400,7
2016-07-04 09:00:00,8.48371434211731,train,8640,11520,14400,7
2016-07-04 10:00:00,8.542428578649249,train,8640,11520,14400,7
2016-07-04 11:00:00,9.323999983923775,train,8640,11520,14400,7
2016-07-04 12:00:00,8.678857173238482,train,8640,11520,14400,7
2016-07-04 13:00:00,8.539571404457092,train,8640,11520,14400,7
2016-07-04 14:00:00,9.005142671721321,train,8640,11520,14400,7
2016-07-04 15:00:00,9.074714251926967,train,8640,11520,14400,7
2016-07-04 16:00:00,8.954428332192558,train,8640,11520,14400,7
2016-07-04 17:00:00,8.729999916894098,train,8640,11520,14400,7
2016-07-04 18:00:00,8.803285666874476,train,8640,11520,14400,7
2016-07-04 19:00:00,8.25371425492423,train,8640,11520,14400,7
2016-07-04 20:00:00,7.597571492195129,train,8640,11520,14400,7
2016-07-04 21:00:00,8.63614286695208,train,8640,11520,14400,7
2016-07-04 22:00:00,7.984000069754464,train,8640,11520,14400,7
2016-07-04 23:00:00,8.952142783573695,train,8640,11520,14400,7
2016-07-05 00:00:00,8.63957153047834,train,8640,11520,14400,7
2016-07-05 01:00:00,8.863428558622088,train,8640,11520,14400,7
2016-07-05 02:00:00,8.820142831121172,train,8640,11520,14400,7
2016-07-05 03:00:00,8.670000042234149,train,8640,11520,14400,7
2016-07-05 04:00:00,8.94942842211042,train,8640,11520,14400,7
2016-07-05 05:00:00,8.711714250700814,train,8640,11520,14400,7
2016-07-05 06:00:00,9.88385740348271,train,8640,11520,14400,7
2016-07-05 07:00:00,9.24200006893703,train,8640,11520,14400,7
2016-07-05 08:00:00,9.083999940327235,train,8640,11520,14400,7
2016-07-05 09:00:00,9.022714069911412,train,8640,11520,14400,7
2016-07-05 10:00:00,9.955428770610265,train,8640,11520,14400,7
2016-07-05 11:00:00,9.99942854472569,train,8640,11520,14400,7
2016-07-05 12:00:00,8.338714395250593,train,8640,11520,14400,7
2016-07-05 13:00:00,7.978857057435172,train,8640,11520,14400,7
2016-07-05 14:00:00,8.501285587038312,train,8640,11520,14400,7
2016-07-05 15:00:00,8.801428505352565,train,8640,11520,14400,7
2016-07-05 16:00:00,8.8757141658238,train,8640,11520,14400,7
2016-07-05 17:00:00,9.681428500584193,train,8640,11520,14400,7
2016-07-05 18:00:00,9.109142780303955,train,8640,11520,14400,7
2016-07-05 19:00:00,8.819285818508693,train,8640,11520,14400,7
2016-07-05 20:00:00,8.932571377073016,train,8640,11520,14400,7
2016-07-05 21:00:00,8.849142789840698,train,8640,11520,14400,7
2016-07-05 22:00:00,8.484999809946332,train,8640,11520,14400,7
2016-07-05 23:00:00,9.114571247782026,train,8640,11520,14400,7
2016-07-06 00:00:00,8.362571460860115,train,8640,11520,14400,7
2016-07-06 01:00:00,8.72742852142879,train,8640,11520,14400,7
2016-07-06 02:00:00,9.015856981277466,train,8640,11520,14400,7
2016-07-06 03:00:00,8.540714195796422,train,8640,11520,14400,7
2016-07-06 04:00:00,8.282857145581927,train,8640,11520,14400,7
2016-07-06 05:00:00,9.050714220319476,train,8640,11520,14400,7
2016-07-06 06:00:00,8.956428391592842,train,8640,11520,14400,7
2016-07-06 07:00:00,9.497285570417132,train,8640,11520,14400,7
2016-07-06 08:00:00,9.71971423285348,train,8640,11520,14400,7
2016-07-06 09:00:00,9.07257148197719,train,8640,11520,14400,7
2016-07-06 10:00:00,8.9760000705719,train,8640,11520,14400,7
